45924.1	45930	45986.4	45937.7	46045.1	
43020.9	42895.9	43152	43020.5	43021.7	
86861.3	86923.2	87075.1	87098.5	87581.5	
84883.1	85380	85022.4	84810	84669.9	
125471	125974	125440	125683	125461	
129623	130024	129726	130016	129624	
167704	167318	166748	168369	166392	
162610	161407	162227	161812	162556	
30884.8	30618.1	30620.6	30645.4	30759.1	
30515.8	30583.2	30409.2	30673.9	30347.6	
55726.5	56140.8	55885.5	55510.8	55622.5	
57596	57637.8	57521	57979.8	57649.6	
86830.2	86888.6	86838.9	87229.6	87024.2	
86093.8	85778.2	86304.6	86159.8	85979.8	
112606	112454	112126	112523	112299	
114842	114911	115148	114394	114585	
21300.1	21085.1	21006.7	21019.8	20907.1	
21067.5	21119.8	21176.5	21025.1	21039.6	
42656.4	42599.6	42583.5	42429.3	42434.9	
44426.7	44624	44266.9	44665.1	44388.6	
68782.9	68696.7	68378.2	68416.9	68513.6	
63744.8	63899.7	63601.3	63621.5	63534.5	
84671	84974.5	84882.2	84583.9	84700.3	
85915.2	86337.3	85679.2	86166.1	85912.7	
18185.5	18162.2	18195.4	18101.8	18101.4	
18579.9	18540	18577.5	18561.8	18514.5	
34443.9	34526.5	34610.9	34730.4	34523.2	
34413.7	34241.6	34384.5	34414.4	34634.1	
52012.4	52027.5	51941.7	51788.6	51737.1	
53512.9	53799	53671.2	54102.9	53615.1	
68355.3	68402.4	68602.6	68408.4	68610.6	
69397.8	69333.7	69439	69585.6	69604.3	
14942	14957	14983.4	15041.2	15023.7	
15436.6	15519.5	15420.2	15505	15536.7	
29138.8	29066.5	29142.8	28936.1	28858.4	
29928	29714	29732.2	29743.8	29706	
43979.9	44317.8	44618.4	43972	44132.6	
42829.2	42761.4	42956.2	42703.9	42958.6	
58713.8	58519.6	58839.4	58753.3	59074.3	
58811.9	58920.2	58986.7	59241.1	58926.9	
13009.5	13116.1	12993.5	13043.8	13044.2	
13733.3	13802.7	13661.7	13687.4	13753.2	
25029.8	24923.3	24949	24944.5	25065.1	
25238	25345.1	25225.1	25417.3	25367.9	
37165.3	37295.3	37483.4	37341.9	37124.2	
37401.2	37197.9	37287.9	37304.3	37251.7	
50007.4	49981	49865.7	49794.8	49963	
50716.5	50525.9	50471.9	50545.5	50531.8	
45903.2	45745.8	45951.8	45746.5	45685.3	
43259.1	43643.5	43576.3	43407.3	43498.7	
84613.4	84908.2	84557.1	84368	84751.9	
85689.9	86066.2	85496.9	85398.7	85417.1	
124051	124134	123712	123834	123509	
124129	124812	124826	124072	124714	
166425	166209	165419	167428	166308	
168019	168052	168134	168064	168090	
30699.1	30577.2	30722.7	30690.1	30518.7	
28631.5	28492.1	28597	28271.6	28282.2	
58427	58582.3	58398.9	58722.6	58736.1	
58390.2	58544.1	58248.4	58543.4	58649.2	
85361	84889.3	85408.9	85181.5	85126.6	
88015.5	87468.5	87739.4	87475.5	87825.1	
114033	114012	113799	114429	114538	
113637	113557	114145	113697	114155	
22041.1	22021.5	22113.8	21978.2	22145	
22246.2	22284.6	22201	22354.1	22374.2	
43659.8	43643	43474.2	43402.8	43615.2	
42544.9	42273.6	42362.1	42255.9	42317.7	
64354.1	64044.6	64422.4	64492.6	64379.8	
63397.7	64015.5	63390	63830.9	63903.1	
86600.8	86432.6	86940.5	86939.2	86597.4	
85221.8	85210.1	85572.7	85443.5	85320.4	
16940.3	17003.1	17070	16942.8	16933.7	
17674.3	17704.1	17742.8	17613.4	17651.2	
34481.9	34469.6	34570.7	34399.3	34479.1	
34900.6	34979.6	34851.6	34856.7	34818.7	
51827.7	52098.5	51509.8	51595.3	51714.6	
52547.3	52793.2	52571.7	52398.1	52539.9	
69016	69444	69489.6	69178.2	69039.7	
70933.2	71371	71668.1	71388.5	71252.9	
14536.2	14402.3	14352	14456.3	14395.3	
14697.9	14672.7	14714.9	14696	14618.9	
28717	28874	28965.4	28796.1	28744.2	
29851.6	29691.2	29714.6	29632.5	29891.6	
43896.7	43690.9	43880.9	43732.6	43957.4	
43692.2	43834.2	43694.9	43567.1	43429.6	
57684.1	57840	57937.5	58120.7	57812.3	
56565.2	56696.9	56512.4	56885.6	56711.4	
13050.7	13160.5	13113.2	13032.7	12973.4	
13341	13440.9	13338.1	13412.7	13417.3	
24769.6	24672.8	24808.9	24667.8	24713.6	
26021	26027.9	25880.3	26090.5	26032.4	
38933.4	38700.4	38794.8	38895.5	39073.2	
37670.6	37739.6	37743.1	37837.7	37860.1	
50373.3	50262.1	50530.1	50546.1	50156.3	
49104.7	49425.4	49287.9	49468.8	49549.6	
41936.6	42040.7	41889.3	42004.9	41924.5	
41847.1	41812.3	41823.3	41862.6	41783.5	
81767.2	82097.2	81380.6	81518	81760.4	
84051.8	84148.1	84446.7	84712	84315.8	
128754	128052	127835	127761	127168	
127832	127759	127236	127555	128183	
173651	173561	173386	174034	173651	
173747	173872	173895	173937	173818	
28629.3	28663.7	28644.3	28584.9	28682.9	
29812.8	29804.2	29894.5	29927.6	30022.1	
58955.4	58949.7	58810.1	59045.4	58811.6	
55969.5	55814.4	56083.4	55978	55833.4	
88379.1	88253.2	88099.4	88184.8	88135	
84112.5	84179.2	84269.5	84056.8	84819.7	
114225	114333	113722	114295	114013	
115334	115271	115577	115889	115937	
22856.6	22823.3	22802.4	22688.4	22709.1	
22067.1	21988.7	22035.1	22022.6	22019.5	
42477.5	42485.4	42609.2	42753.7	42545.2	
42252.6	41970.7	42508.6	42431.3	42203.4	
64274.8	64457.9	64194.3	64402.8	64233.5	
65944	65782.6	65496.5	65285	65447	
83733.2	84274.4	84432	84694.5	84272.9	
86055	86192.4	85715.3	85833.3	86022.8	
18140.9	18104.1	18188.3	18042.6	18117.7	
18235.5	18213.6	18303.2	18246.3	18340.4	
34527.6	34602.5	34624.3	34634.5	34522	
35200.4	35181	35172.8	35445.1	35242.9	
51614.5	51201.1	51624.5	51457.3	51875.4	
51401.9	51548.9	51411.3	51403.1	51272.6	
68080.8	68458.9	68920.1	68348.5	68515.4	
72246.9	72037.8	72323.5	71973.4	72560.7	
14292.8	14383.7	14392.7	14321.7	14318.8	
16016.6	16023.1	15974.2	15867.4	15991.7	
28434.2	28154	28544.4	28390.4	28341.3	
29333	29218.4	29120.3	29012.4	29379.4	
43206.6	43371.9	43561.7	43448.5	43184.2	
44393.2	44646.3	44874.2	44692.1	44550.5	
58700	58536.5	58236.3	58545.2	58285.5	
58104.1	57853.3	57816.9	57945.4	57800.8	
13009.5	12933.1	12951.6	13024.7	12984.6	
13025.4	12997.5	12999	13112.7	12942	
26151.2	26239.9	26262.9	26181.9	26405.1	
25326.1	25492.1	25494.5	25585.9	25373.7	
37858	37860.5	37986	37801.7	38015.3	
37132.4	37341.6	37072.8	37177.1	37290.7	
48639.4	48648.5	48756.3	48803.5	48823.4	
51086.5	51063.9	51185.9	51277.4	51346.2	
45924.5	45736.1	45953.9	45671.2	45972.8	
44329.1	44313.9	44399.4	44304.2	44249.5	
90334.6	89964.6	90763.7	90310.1	90198.2	
82394.9	82513.1	82439.8	82261.3	82157.9	
128604	129087	128924	129192	129016	
127822	128666	128636	128797	127956	
174459	174361	174442	174788	174716	
168636	168869	169731	169027	169147	
27607.6	27387.1	27748.6	27556.8	27481.5	
31323.8	31202.7	31291.1	31250	31251.1	
56570.1	56909.9	56773.3	57034	56904.1	
58754.3	58247.8	58508.6	58488.2	58953.4	
85815.8	85222.6	85539.8	85677.9	85719.8	
85692.5	85675.4	85518.6	85558.6	85390.4	
113657	113593	113704	113673	113597	
116027	115409	115807	115805	115898	
21820.1	21849.5	21870.5	21716.9	21861.7	
21849.4	21482.3	21557	21748.9	21553.2	
41287.5	41192.7	41104.9	41037	41528.7	
45796.9	45734.9	45625.5	45932.3	45960.8	
64246	64557.2	64400.9	64300.7	64292.3	
64894.7	65010.8	64677.1	64370	64884.3	
86295.5	86201.8	86219.5	86595.2	86043	
87595.2	87165.3	87020.5	87566.4	87048.7	
18051.4	17900.8	18054.9	18030	17971.7	
18923.8	18910.5	18840	18966.4	18780.9	
35250.2	35165.7	35602.9	35345.7	35021.1	
36506	36527	36557.5	36314.4	36570.2	
52739.2	52784.4	52779.1	52985.5	52821.7	
49312	49422.8	49153.1	49357.6	49388.4	
69825.3	69388.1	70167.2	69740.2	69567.2	
69650.6	69525.7	69324.1	69373.4	69554.7	
15736.2	15784.9	15786.4	15839.1	15643.2	
15242.7	15342	15341.4	15343	15245.2	
29896.2	29614	29626	29834.6	29810.9	
29674.3	29676.1	29683.8	29663.8	29592	
44632.1	44102.2	44074.7	44334.6	44354	
44161.9	43852.3	43936.3	44015.1	43744.6	
58437.6	58632.3	58639	58875.5	58855.8	
57640.1	57522	57509.6	57746.9	57666.1	
12754	12764.7	12697.4	12749.6	12791.7	
13345.7	13417.9	13388.1	13318.6	13351.6	
26307.9	26300.8	26332.5	26195.3	26188.8	
24888.1	24837.2	24999.6	24828.3	24940.4	
38918.4	38980.7	39101	39092.7	39370.4	
36670.7	36537.2	36625.6	36772.3	36616.2	
52067	52188.3	52328.6	51954.1	51891.4	
49603.1	49802.2	49510.7	49629.4	49398.9	
42291.1	42205	42196.4	42246.1	42233.2	
43687.4	43895.7	43575.6	43632.4	43587.1	
85605	85172.4	85316.6	86144.7	85722.7	
88013.2	87548.7	88027.7	87785.8	88444.1	
124876	125031	124634	124268	123961	
128209	128423	128560	128721	128448	
169551	169343	168724	169366	169254	
170910	170792	171061	170174	171350	
29198.8	29314.8	29295.2	29129.3	29159	
28409.4	28454.5	28573.4	28452.7	28561.4	
56796.7	56623.4	56646.2	56462.1	56608.3	
60775.7	60629.3	60420.9	60185.1	60421.3	
86145.6	86434.1	86638.1	86220.6	86839.3	
86205.3	86112.6	86093	85695.3	85823.8	
112919	113669	113234	112413	113467	
112787	111996	112365	112741	112283	
22889.6	22993.7	23039.6	22956.2	22848.5	
23197.1	23296	23263	23158.4	22950.9	
44323.4	44682.4	44641.7	44529.1	44432.7	
42309.3	42070.8	41974.2	42230.3	42214.1	
66095.9	65618.3	65711.8	65942.8	65638.9	
66818.3	67023.3	66822.2	66829.5	67134.9	
89288.9	89427.2	89296.1	89119.6	89427.2	
85830.8	85574.6	85220.5	85654	85059	
17920.3	17985.7	17936.1	18005.1	17949.4	
18776.2	18857	18753.1	18710.8	18697.7	
35493.3	35500	35317	35419.6	35659.4	
34849.1	34557.3	34613	34629.5	34509.2	
53171.3	53137.9	52831.4	52974.8	52886.8	
52591.8	52487.1	52578.7	52369.5	52353.8	
71822.8	71768.8	72054.5	72361.8	71767.3	
69927.6	69746.2	69762.8	69817.5	69621.7	
14849.8	14845.3	14769.4	14774.8	14732.8	
15403.5	15336.5	15337.9	15345.2	15377	
28949.7	29118.8	28970.3	29192.5	29145.6	
29262.6	29367.9	29318.5	29296.3	29310	
44350	44663	44601.7	44553.8	44625.6	
45740.4	45537.5	45585.6	45426	45439.1	
58845.2	58831.2	58874.7	59177	58757.2	
58520.5	58541.4	58453	58701.4	58509	
13276.2	13368.2	13387.1	13288.3	13256.8	
13044.8	13057	13137	13032.5	13166.3	
25416.3	25403.6	25401.9	25449.8	25305.2	
25685.3	25666.3	25637.6	25625.9	25394.4	
38265.9	38506.6	38430.5	38364.3	38444.3	
38746.7	38851.8	38612.9	38570.6	38660.6	
49145.4	49357.6	49069.8	49510.5	48887.1	
49408.5	49679.4	49733.2	49786.9	49803.4	
37280	37260.1	37578.7	37450.4	37473.5	
35427.3	35515.8	35537.7	35533.8	35388.8	
72301.4	72530.1	72545.5	72395.3	72774.9	
73425.7	73735.4	73544.6	73478.3	73940.6	
101693	102543	102664	102532	102216	
104490	104289	104453	105059	104283	
138984	139542	139663	139912	140134	
135079	135369	135236	134202	135354	
25294.7	25075.4	25027.3	25149.4	25056.5	
24980	24993.2	25017.2	25227.5	25142	
50348	50270.8	50455.6	50058.4	50282.1	
46713.7	46861.7	46291.7	46410.2	46639.2	
70963.5	70548.6	70950.3	70899.5	70861.9	
70250.5	69935.3	70067.3	70109.1	69845.1	
95571.9	95607.6	95034.9	95520.2	95264.5	
91884.4	91406.2	91453.3	91605.6	91169.4	
18750.8	18796.9	18903	18881.2	18810.4	
18768.1	18768.3	18785.8	18747.5	18730.3	
37239.2	37809.5	37250.4	37253.2	37373.5	
36287.3	36014.8	36184.8	36326.6	36283.3	
54427	54407.8	54740.9	54772.9	54803.4	
51511.9	52018.7	51242.9	51995.3	51886.7	
70646.1	70793.2	70614.6	70947.3	71200.8	
69786.2	69499.4	69423.8	69927.3	69699.4	
15003.3	15076.8	15007.6	15022.9	15147.8	
15046.8	15010.1	15137.5	15184.5	15154	
28352	28402.7	28520.2	28426.7	28457.3	
29241.1	29279.9	29050.4	29169.8	29115.2	
42999.2	43231.5	43281.8	42887.5	43088.9	
42448.2	42661.4	42969.9	42593.9	42908.8	
58634.2	58867.3	58878.8	58978.5	58476	
58064.8	58175.5	57999.6	57837	57846.3	
12656.9	12490.2	12472.7	12598.8	12693.2	
12926.8	12876.3	12883.8	12891.8	12821.9	
